"title","category","duration","channel","description","intensity","props","url"
"VINYASA JOGA rozciągająca całe ciało ★★☆☆","Vinyasa, Rozciąganie, Ciało, Średniozaawansowany","76","Yoga Home","Sesja Vinyasy stworzona dla osób średniozaawansowanych, która porozciąga całe ciało.","3","Brak","https://www.youtube.com/watch?v=oYckYjIwyRE"
"WAKACYJNA Vinyasa Joga  ➡ GADY ★☆☆☆","Vinyasa, Asany, Biodra, Rozluźnienie","65","Yoga Home","Praktyka Vinyasy skoncentrowana na trzech pozycjach: żółw, jaszczurka, kobra. Inspirujemy się asanami gadzimi.","2","Koc","https://www.youtube.com/watch?v=AHUpyV9hv_A"
"JOGA zamiast KAWY ★★☆☆ WAKACYJNE poranki","Energia, Poranek, Vinyasa, Równowaga","29","Yoga Home","Energetyczna poranna rutyna przepracowująca różnorodne pozycje jogi. Doskonała na rozpoczęcie dnia.","3","Brak","https://www.youtube.com/watch?v=_1dS424mIMA"
"Vinyasa Joga YIN YANG - Zmęczenie i relaks ★☆☆☆","Yin, Yang, Relaks, Vinyasa","77","Yoga Home","Praktyka łącząca elementy YIN i YANG w stylu vinyasa, przeplatająca relaks i intensywną pracę.","2","Brak","https://www.youtube.com/watch?v=uVne_me4QbQ"
"Vinyasa JOGA do stania na GŁOWIE ★★☆☆","Vinyasa, Inwersja, Wyzwanie, Balans","60","Yoga Home","Praktyka przygotowująca do stania na głowie, skoncentrowana na pozycji eka pada sirsasana.","3","Brak","https://www.youtube.com/watch?v=pyRDFBEJzh8"
"15 minut na JOGĘ - praktyka metodą ""RAMPY"" ★★☆☆","Vinyasa, Szybka sesja, Energia, Odbudowa","21","Yoga Home","Krótka sesja jogi prowadzona metodą rampy, energetyzująca i rozbudzająca.","2","Brak","https://www.youtube.com/watch?v=ti5S0II0uNQ"
"Vinyasa Joga YIN YANG - Słońce i Księżyc ★★☆☆","Yin, Yang, Relaks, Vinyasa","49","Yoga Home","Praktyka łącząca elementy YIN i YANG w stylu vinyasa, zmieniająca tempo i charakter sesji.","2","Brak","https://www.youtube.com/watch?v=UeDKjCpIPq4"
"Energetyczna Vinyasa Joga na początek lata ★★☆☆","Energia, Vinyasa, Rozciąganie, Wzmacnianie","65","Yoga Home","Energetyczna praktyka jogi w stylu vinyasa, łącząca ruch z oddechem.","3","Brak","https://www.youtube.com/watch?v=l8iuSuwftOs"
"Vinyasa Joga YIN YANG - Wygięcia i Skłony ★★★☆","Yin, Yang, Wygięcia, Skłony","79","Yoga Home","Praktyka łącząca elementy YIN i YANG, w której zmienia się tempo i intensywność.","4","Brak","https://www.youtube.com/watch?v=XNMSjARuOnI"
"Vinyasa Joga YIN YANG - Mobilność i Stabilność ★★★☆","Yin, Yang, Mobilność, Stabilność","78","Yoga Home","Praktyka jogi w stylu vinyasa, łącząca relaks i intensywną pracę nad ciałem.","4","Brak","https://www.youtube.com/watch?v=XkVmA4VF3cA"
"JOGA ZDROWE PLECY - Rozciąganie boków tułowia ★☆☆☆","Zdrowy kręgosłup, Relaks, Biodra, Rozciąganie","63","Yoga Home","Łagodna praktyka jogi skupiająca się na rozciąganiu boków tułowia i świadomym kierowaniu oddechu w okolicę dolnych żeber.","2","Poduszka","https://www.youtube.com/watch?v=KRQLTDUxtCE"
"JOGA na dobranoc ★★✩✩","Relaks, Biodra, Joga na dobranoc, Hatha","29","Yoga Home","Łagodna sesja jogi w metodzie Vinyasy, z relaksującym ruchem i pracą z biodrami, idealna przed snem.","2","Brak","https://www.youtube.com/watch?v=2Hq53MeZYhY"
"Vinyasa Joga YIN YANG - Siła i Elastyczność ★★☆☆","Vinyasa, Siła, Elastyczność, YIN YANG","76","Yoga Home","Praktyka łącząca elementy YIN dla elastyczności oraz YANG dla siły, przeplatająca różne rodzaje ruchu.","3","Brak","https://www.youtube.com/watch?v=ZLqMRra3-hY"
"Vinyasa Joga - Łagodne Flow ★☆☆☆/★★☆☆","Łagodna Vinyasa, Relaks, Spokojny ruch, Hatha","49","Yoga Home","Delikatna praktyka jogi, płynąca z oddechem, skoncentrowana na łagodnym ruchu i asanach bez wyzwań.","2","Brak","https://www.youtube.com/watch?v=-QF6HALGe_Y"
"6 ćwiczeń na BÓL ODCINKA LĘDŹWIOWEGO kręgosłupa","Kręgosłup, Zdrowie, Wzmocnienie, Ból lędźwiowy","35","Yoga Home","Sesja z zestawem ćwiczeń dla zdrowia odcinka lędźwiowego, z omówieniem przyczyn bólu i sposobów na jego złagodzenie.","3","Brak","https://www.youtube.com/watch?v=huJuShI9u9c"
"YIN JOGA - różne warianty pozycji ★☆☆☆","Yin Joga, Relaks, Elastyczność, Oddech","79","Yoga Home","Spokojna praktyka YIN, w której asany są zatrzymywane na minimum 3 minuty, umożliwiając głębszą pracę z ciałem.","1","Brak","https://www.youtube.com/watch?v=mGQSXV3xJ8o"
"Vinyasa JOGA WZMACNIAJĄCA całe ciało  ★★☆☆","Wzmacnianie, Vinyasa, Całe ciało, Siła","64","Yoga Home","Sesja jogi koncentrująca się na asanach wzmacniających całe ciało, idealna dla osób pracujących nad chaturangą.","3","Ręczniczek","https://www.youtube.com/watch?v=7gzoIy6WX-Y"
"Joga Vinyasa rozciągająca - SZPAGAT ★★★☆","Vinyasa, Rozciąganie, Biodra, Mobilność","80","Yoga Home","Praktyka rozciągająca i stabilizująca dla osób pracujących nad szpagatem, z naciskiem na mobilność obręczy barkowej.","4","Wałek","https://www.youtube.com/watch?v=itXt9D3LzKs"
"JOGA zamiast kawy ★★✩✩ IDEALNA POBUDKA","Pobudka, Łagodna joga, Ruch, Biodra","30","Yoga Home","Szybka sesja jogi mająca na celu pobudzenie ciała i zwiększenie zakresu ruchu w stawach biodrowych.","2","Brak","https://www.youtube.com/watch?v=9I0A0ULyNlY"
"Joga ZDROWE PLECY -praktyka po chorobie ★☆☆☆","Zdrowy kręgosłup, Łagodna praktyka, Rehabilitacja, Relaks","63","Yoga Home","Praktyka łagodnych asan dla osób po chorobie, mająca na celu spokojne rozruszanie ciała bez forsowania.","2","Brak","https://www.youtube.com/watch?v=7EugJXGTaDo"
"Joga ZDROWE PLECY - ćwiczenia na CORE  ★☆☆☆","Core, Kręgosłup, Terapeutyczne, Łagodna","47","Yoga Home","Praktyka koncentruje się na ćwiczeniach wzmacniających mięśnie głębokie, w tym martwych robakach. Idealna dla początkujących, którzy pragną wzmocnienia centrum ciała.","2","Brak","https://www.youtube.com/watch?v=fHpZNmztqcs"
"Vinyasa rozciągająca całe ciało  ★★☆☆","Vinyasa, Rozciąganie, Relaks, Po treningu","62","Yoga Home","Sesja jogi skoncentrowana na asanach rozciągających całe ciało, idealna jako balans po intensywnym treningu. Łączy ruch z oddechem.","2","Brak","https://www.youtube.com/watch?v=-KfHkCmua-I"
"POWER JOGA z HomeAir","Power, Wzmacniająca, Dynamika, Balans","42","Yoga Home","Power Joga łączy ruch z oddechem, oferując dynamiczną, wzmacniającą i rozciągającą sesję z pozycjami balansowymi.","4","Brak","https://www.youtube.com/watch?v=VXnbphrv1l0"
"Vinyasa tematyczna - PÓŁKSIĘŻYCE  ★★★☆","Vinyasa, Balans, Rozciąganie, Wzmacnianie","60","Yoga Home","Praktyka oparta na pozycji półksiężyca, skupiająca się na balansu i aktywizacji mięśni głębokich poprzez rozciągająco-wzmacniające asany.","3","Brak","https://www.youtube.com/watch?v=ZxM-r2Hqj94"
"MOCNE 15 minut na JOGĘ - stanie na głowie ★★★★","Głowa, Wyzwanie, Moc, Sekwencje","17","Yoga Home","Sesja dedykowana tym, którzy potrafią stać na głowie, aby doskonalić tę pozycję w różnych kształtach i sekwencjach.","4","Brak","https://www.youtube.com/watch?v=tP_UwPzQZ24"
"Vinyasa Joga – Mandala Flow  ★★★☆","Mandala, Vinyasa, Kreatywność, Flow","63","Yoga Home","Mandala Flow to rodzaj sekwencji, w której ruch odbywa się na zasadzie koła, sprzyjająca skupieniu i zabawie ruchem.","3","Brak","https://www.youtube.com/watch?v=9wKQrJofG24"
"NAJŁATWIEJSZA RAMPA - vinyasa ogólnorozwojowa ★☆☆☆","Vinyasa, Rampa, Rozbudzająca, Początkujący","50","Yoga Home","Praktyka metodą rampy dla początkujących, skupiająca się na płynności ruchu oraz zaawansowanych tranzycjach między asanami.","2","Brak","https://www.youtube.com/watch?v=uo0y4JKOr1w"
"Vinyasa wzmacniająca – Silne ramiona ★★☆☆","Wzmacniająca, Ramiona, Motywacja, Vinyasa","71","Yoga Home","Zajęcia mające na celu wzmocnienie ramion w Vinyasach, zapewniające wsparcie i motywację w praktyce.","3","Brak","https://www.youtube.com/watch?v=DezgCbSzugE"
"Poranna rutyna z YogaHome.pl ★★★☆","Poranek, Rutyna, Rozgrzewające, Asany","18","Yoga Home","Poranna rutyna jogi zawierająca zestaw asan, które pomogą rozruszać się o poranku. Idealna na dobry start dnia.","2","Brak","https://www.youtube.com/watch?v=hD4DiupmebU"
"Vinyasa Joga ★★☆☆ Mandala Flow","Mandala, Vinyasa, Kreatywność, Flow","60","Yoga Home","Madala Flow to sekwencja, w której ruch kręci się wokół osi, sprzyjająca skupieniu i odczuwaniu ruchu tu i teraz.","3","Brak","https://www.youtube.com/watch?v=TAui7q_X-C0"
"Yin Joga – Łagodne wyciszenie ★☆☆☆","Relaks, Yin, Wyciszenie, Ciało","63","Yoga Home","Yin joga z długimi zatrzymaniami w pozycjach, sprzyjająca relaksowi i pracy z głębokimi strukturami ciała. Sesja idealna na trudny dzień.","1","Brak","https://www.youtube.com/watch?v=DCaEMkA8kZw"
"JOGA Vinyasa PeakPose – Funky Flying Crow  ★★★☆","Vinyasa, Siła, Wzmacnianie, Asymetria","61","Yoga Home","Sesja wzmacniająco-rozciągająca z fokusowaniem na przygotowaniu do pozycji jednonożnego kruka. Praktyka dla średniozaawansowanych i zaawansowanych.","3","Brak","https://www.youtube.com/watch?v=_OnRIYsMi18"
"Vinyasa Joga ★✩✩✩ Mandala Flow","Vinyasa, Flow, Kreatywność, Skupienie","49","Yoga Home","Mandala Flow z ruchem wokół własnej osi, sprzyjająca zabawie ruchem oraz skupieniu. Praktyka pełna świeżości i kreatywności.","3","Brak","https://www.youtube.com/watch?v=ECwJDqr_qcQ"
"Power Joga ★★☆☆ Intensywna Praktyka","Power, Wysiłek, Vinyasa, Moc","75","Yoga Home","Intensywna praktyka oparta na powitań słońca, oferująca możliwość porządnego zmęczenia się w krótkim czasie, inspirowana Ashtangą.","4","Brak","https://www.youtube.com/watch?v=VXhDCnQ2Nfw"
"JOGA Vinyasa tematyczna – Skręty ★★★☆","Vinyasa, Skręty, Wzmacnianie, Precle","77","Yoga Home","Praktyka skoncentrowana na asanach skrętnych, łącząca intensywne skręty z rozgrzewającymi Vinyasami. Zaleca użycie ręcznika do otarcia potu.","3","Ręcznik","https://www.youtube.com/watch?v=78GeCKK0xNg"
"Vinyasa rozciągająca – Bezpieczne wygięcia ★☆☆☆","Vinyasa, Wygięcia, Bezpieczne, Terapeutyczne","67","Yoga Home","Zajęcia skoncentrowane na bezpiecznym wprowadzaniu do wygięć w tył, terapeutyczne w działaniu i pomagające w pokonywaniu wyzwań.","1","Brak","https://www.youtube.com/watch?v=rqBSKZ3kRYU"
"Vinyasa Joga - Mandala Flow ★★☆☆","Mandala, Vinyasa, Kreatywność, Flow","64","Yoga Home","Sekwencje Mandala Flow, w których kręcimy się na macie, sprzyjające skupieniu, zabawie i byciu tu i teraz.","2","Brak","https://www.youtube.com/watch?v=si4Nae4jQ5I"
"Joga zamiast kawy? Poranna praktyka ★★☆☆","Poranek, Energia, Wzmacniająca, Relaksująca","31","Yoga Home","Pobudzająca sesja jogi na start dnia, mająca na celu rozruszanie ciała i dostarczenie energii.","2","Mata","https://www.youtube.com/watch?v=XtMv-dDEIb4"
"JOGA VINYASA Ladder Flow - RAMPA ★★☆☆","Vinyasa, Płynność, Medytacyjna, Transowa","78","Yoga Home","Płynna praktyka Vinyasa metodą rampy, skupiająca się na ruchu z oddechem i budowaniu płynności.","2","Brak","https://www.youtube.com/watch?v=JsUlYUuMxqk"
"ASHTANGA gdy masz mało czasu ★★★☆","Ashtanga, Vinyasa, Siła, Wzmacnianie","61","Yoga Home","Praktyka pierwszej serii Ashtanga Jogi, zmodyfikowanej dla skrócenia czasu trwania. Prowadzona w szybkim tempie, bez szczegółowych instrukcji.","3","Brak","https://www.youtube.com/watch?v=vbA5bVPx2Wo"
"JOGA VINYASA z zamkniętymi oczami ★/★★","Vinyasa, Łagodna, Wzmacnianie, Relaks","48","Yoga Home","Praktyka jogi z zamkniętymi oczami, skupiająca się na znanych asanach wykonywanych 'na czuja'. Sesja jest spokojna i łagodna.","2","Brak","https://www.youtube.com/watch?v=XKVL__iX9eM"
"5 ćwiczeń na BOLĄCE KOLANA","Kolan, Rehabilitacja, Zalecenia, Ruch","28","Yoga Home","Zestaw 5 ćwiczeń mających na celu złagodzenie bólu kolan oraz omówienie przyczyn bólu.","2","Brak","https://www.youtube.com/watch?v=vFQSGlStJ3M"
"ASHTANGA wzmacnianie do JUMP BACK ★★★☆","Ashtanga, Wzmacnianie, Jump Back, Siła","75","Yoga Home","Sesja jogi koncentrująca się na budowaniu siły potrzebnej do przeskoków 'jump back' oraz wzmacniająca obręcz barkową i core.","4","Klocki","https://www.youtube.com/watch?v=sHH3Rcc4LAk"
"JOGA na ZDROWE PLECY – skręty tułowia ★☆☆☆","Zdrowe Plecy, Skręty, Łagodna, Technika","48","Yoga Home","Łagodna sesja yogi dedykowana asanom skrętnym, skoncentrowana na budowaniu świadomości ciała.","2","Brak","https://www.youtube.com/watch?v=E72HpTOyw5Y"
"JOGA VINYASA ogólnorozwojowa – przywitanie wiosny ★★☆☆","Vinyasa, Rozwój, Wzmacnianie, Rozciąganie","63","Yoga Home","Sesja jogi łącząca ruch z oddechem, skupiająca się na rozwoju wielu elementów w ciele - rozciąganie i wzmacnianie.","3","Brak","https://www.youtube.com/watch?v=D3HdmIT8Pj8"
"30 minut JOGA zamiast kawy – edycja księżycowa ★★☆☆","Poranek, Vinyasa, Energia, Ruch","31","Yoga Home","Krótka sesja jogi pobudzająca, odpowiednia na poranek, łącząca łagodność i energię Vinyasy.","2","Brak","https://www.youtube.com/watch?v=6EdpIYYAoVc"
"Tabata JOGA ★★★☆ joga eksperymentalna #3","Tabata, Wysiłek, Wzmacnianie, Interwały","60","Yoga Home","Interwałowy trening w stylu TABATA z wykorzystaniem asan jogi, skoncentrowany na wzmocnieniu ciała i zwiększeniu tętna.","4","Brak","https://www.youtube.com/watch?v=3ehsz9RSdCI"
"JOGA na kompletny brak mobilności ☆☆☆☆","Mobilność, Łagodna, Rehabilitacja, Wyzwanie","66","Yoga Home","Sesja jogi dla osób o ograniczonej mobilności, dedykowana rozluźnieniu spiętych mięśni.","2","Pasek","https://www.youtube.com/watch?v=Aqz-qblxQbA"
"ASHTANGA YOGA – 2 seria – warianty dobre na start ★★☆☆","Ashtanga, Wzmacnianie, Rozciąganie, Siła","79","Yoga Home","Praktyka Ashtanga Vinyasa Jogi, zmodyfikowana, aby otworzyć ciało i wzmocnić jego tylną stronę. Łączy siłę z rozciągnięciem.","3","Brak","https://www.youtube.com/watch?v=gvN_erd2-UU"
"30 min JOGA na DOBRANOC - Łagodna vinyasa ★☆☆☆","Vinyasa, Rozluźnienie, Wieczór, Łagodna","30","Yoga Home","Krótka sesja jogi bazująca na powitaniach księżyca, łącząca energię Vinyasy z delikatnym rozciąganiem.","2","Brak","https://www.youtube.com/watch?v=DOi9SaRqnpA"
"VINYASA WZMACNIAJĄCA - PLANK na wszystkie sposoby  ★★★☆","Vinyasa, Wzmacniająca, Core, Wyzwaniowa","74","Yoga Home","Sesja jogi wzmacniającej dla średniozaawansowanych i zaawansowanych, koncentrująca się na stabilizacji i otwarciach ciała.","4","Ręcznik","https://www.youtube.com/watch?v=bA_iIUcJChk"
"YIN JOGA na DZIEŃ KOBIET ★☆☆☆","Yin, Relaks, Otwieranie, Spokój","46","Yoga Home","Spokojna praktyka Yiny, dedykowana na relaksację ciała i umysłu, z otwarciem przodu i boków tułowia.","1","Poduszki, Kostki, Kocyk","https://www.youtube.com/watch?v=_IJGhvSAqL4"
"Ashtanga PEAK POSE - Janu Sirsasana C ★★☆☆","Ashtanga, Rozciąganie, Wyzwanie, Praktyka","67","Yoga Home","Vinyasowa praktyka dedykowana asanie Janu Sirsasana C, koncentrująca się na rotacji w biodrze.","3","Brak","https://www.youtube.com/watch?v=hb-fOmXMPf0"
"Poranna rutyna z YogaHome.pl ★☆☆☆","Poranne, Rutyna, Rozgrzewka, Łagodna","19","Yoga Home","Zestaw asan, które pomogą rozruszać ciało o poranku, w serii trzech praktyk na różnym poziomie trudności.","2","Brak","https://www.youtube.com/watch?v=WjCH3yPHM_E"
"Vinyasa Księżycowa – głębokie rozciąganie ★★★☆","Vinyasa, Backbending, Głębokie, Doświadczenie","80","Yoga Home","Praktyka skoncentrowana na wygięciach w tył, dedykowana osobom z doświadczeniem na macie.","4","Brak","https://www.youtube.com/watch?v=otqjznmBQL8"
"Ashtanga Yoga | PeakPose – Supta Konasana  ★★☆☆","Ashtanga, Koordynacja, Wyzwaniowa, Rozciąganie","58","Yoga Home","Vinyasowa praktyka rozpracowująca asanę Supta Konasana, koncentrująca się na koordynacji i rozciąganiu.","3","Brak","https://www.youtube.com/watch?v=qDLzrBZBa3Y"
"Vinyasa YOGA oddechowa - Fluid FLOW ★★☆☆","Vinyasa, Płynność, Mobilność, Ciało","61","Yoga Home","Praktyka jogi z naciskiem na płynne ruchy, rozwijająca mobilność kręgosłupa oraz świadomość ciała.","3","Brak","https://www.youtube.com/watch?v=50u3V8gHPMQ"
"Joga Vinyasa na DOBRANOC - na dobry sen ★★☆☆","Vinyasa, Relaks, Dobranoc, Wyciszenie","29","Yoga Home","Sesja jogi idealna przed snem, łącząca mocniejsze i rozluźniające elementy praktyki.","2","Brak","https://www.youtube.com/watch?v=NveliJwTUMY"
"108 POWITAŃ SŁOŃCA ★★★☆","Powitania słońca, Vinyasa, Brzuch, Relaks","90","Yoga Home","Wykonujemy 108 powitań słońca, które pozwalają na totalne zanurzenie się w ciele i dostarczenie nowych wrażeń. Praktyka skupia się na prostocie i powtarzalności ruchów.","3","Brak","https://www.youtube.com/watch?v=Fxp-eXtJvwQ"
"YIN JOGA na totalny RELAKS ★☆☆☆","Yin, Relaks, Ciało, Medytacja","57","Yoga Home","Łagodna sesja jogi powięziowej, skoncentrowana na odprężeniu całego ciała poprzez długie trwanie w pozycjach. Praktyka wymaga intuicyjnego ułożenia ciała.","2","Wałek","https://www.youtube.com/watch?v=g40nzcj7dw0"
"JOGA dla BIEGACZY ★★☆☆","Biegacze, Rozciąganie, Prewencja urazów, Wzmacnianie","75","Yoga Home","Sesja jogi dedykowana biegaczom, skupiająca się na rozciąganiu i aktywacji mięśni ważnych w bieganiu. Praktyka ma na celu prewencję urazów.","3","Brak","https://www.youtube.com/watch?v=a8MoDBpo4B8"
"Rolowanie stopy i łydki w 15 MINUT","Rolowanie, Masaż, Relaks, Elastyczność","17","Yoga Home","Skupiamy się na rolowaniu stopy oraz łydki, co pozwala poprawić elastyczność i pomaga w celach rehabilitacyjnych.","1","Mała piłeczka","https://www.youtube.com/watch?v=NJXliIeI484"
"SUPTA VINYASA - praktyka jogi na czas pełni ★★☆☆","Vinyasa, Regeneracja, Czas księżyca, Relaks","59","Yoga Home","Sesja jogi skupiona na regeneracji w czasie pełni oraz nowiu, z zastosowaniem delikatnego ruchu połączonego z oddechem.","2","Coś miękkiego pod kolanem","https://www.youtube.com/watch?v=0LgToGUxSVM"
"Vinyasa Joga Ogólnorozwojowa - ekspresowa  ★★★☆","Vinyasa, Ogólnorozwojowa, Rozciąganie, Wzmacnianie","43","Yoga Home","Sesja jogi o charakterze ogólnorozwojowym z asanami zarówno rozciągającymi, jak i wzmacniającymi, skierowana do osób średniozaawansowanych i zaawansowanych.","3","Brak","https://www.youtube.com/watch?v=0bzBULooMrI"
"JOGA W PARZE ★☆☆☆ nie tylko na WALENTYNKI ❤️","Joga w parze, Współpraca, Relaks, Zabawa","43","Yoga Home","Sesja jogi dedykowana praktyce w parze, która koncentruje się na współpracy i otwarciu się na nowe wrażenia związane z obecnością partnera na macie.","2","Brak","https://www.youtube.com/watch?v=-9AOsLIFXRI"
"Poranna rutyna z YogaHome.pl ★★☆☆","Poranek, Rozgrzewka, Asany, Energia","18","Yoga Home","Poranna rutyna z kilkoma asanami mającymi na celu rozruszanie ciała na początku dnia. Sesja jest krótkim zestawem dynamicznych ćwiczeń.","2","Brak","https://www.youtube.com/watch?v=fKLrYwnS0HI"
"Vinyasa oddechowa - trudne asany ★★★☆","Vinyasa, Trudne asany, Zaawansowani, Ruch","70","Yoga Home","Praktyka jogi dla osób zaawansowanych, skoncentrowana na pracy z trudniejszymi asanami oraz głębokich otwarciach.","4","Brak","https://www.youtube.com/watch?v=042F4LNdNjA"
"VINYASA WZMACNIAJĄCA - plank na wszystkie sposoby  ★★☆☆","Vinyasa, Siła, Plank, Wzmacnianie","75","Yoga Home","Praktyka Vinyasa koncentrująca się na stabilizacji centralnej oraz wzmacnianiu obręczy barkowej i ramion w pozycjach typu PLANK.","3","Brak","https://www.youtube.com/watch?v=yvUBpgETT0U"
"JOGA zamiast kawy ★☆☆☆ Poranne poprzeciąganie się","Poranek, Łagodna, Spokojne rozciąganie, Energiczna","30","Yoga Home","Łatwa sesja jogi przeznaczona na rozpoczęcie dnia, mająca na celu rozruszanie ciała i dodanie energii.","2","Brak","https://www.youtube.com/watch?v=FTlXoNU98ZQ"
"Łagodny wstęp do Ashtangi - Marichyasana ★★☆☆","Ashtanga, Vinyasa, Umiarkowana, Średniozaawansowani","64","Yoga Home","Praktyka doskonaląca asany z pierwszej serii Ashtanga Vinyasa Jogi, z naciskiem na przygotowanie do asan Marchyasan.","2","Brak","https://www.youtube.com/watch?v=wGcAJL7rCn4"
"JOGA Księżycowa - Vinyasa oddechowa ★☆☆☆/★★☆☆","Relaks, Regeneracja, Księżycowa, Spokojna","49","Yoga Home","Łagodna sesja jogi na czas pełni i nowiu, skoncentrowana na delikatnym ruchu i oddechu wraz z asanami regeneracyjnymi.","2","Brak","https://www.youtube.com/watch?v=3-5hWPY8EeE"
"VINYASA FLOW - Wzmacniająca Rampa z zamkniętymi oczami ★★☆☆/★★★☆","Vinyasa, Zabawa, Transowe Flow, Umiarkowana","63","Yoga Home","Wzmacniająca praktyka Vinyasa wykonywana w płynny, transowy sposób, próbująca z zamkniętymi oczami.","3","Brak","https://www.youtube.com/watch?v=5kv5iTYi3KQ"
"Joga Vinyasa na DOBRANOC - wyciszenie przed snem ★☆☆☆","Wyciszenie, Joga na noc, Relaks, Łagodna","28","Yoga Home","Sesja jogi łącząca energię Vinyasy z łagodnym rozciąganiem, idealna przed snem.","2","Brak","https://www.youtube.com/watch?v=bDLFkhptnKU"
"JOGA DLA POCZĄTKUJĄCYCH - W styczniu pójdę na jogę ★☆☆☆","Dla początkujących, Łagodna, Wprowadzenie, Zachęta","48","Yoga Home","Sesja jogi idealna dla osób początkujących, będąca pierwszym kontaktem z jogą.","1","Brak","https://www.youtube.com/watch?v=2mUcYB7DwhQ"
"JOGA dla ZAAWANSOWANYCH #yogahomefunflow ★★★★","Zaawansowana, Tranzcje, Wymagająca, Zabawa","76","Yoga Home","Wymagająca praktyka dla osób zaawansowanych, koncentrująca się na ciekawych tranzycjach między asanami.","4","Brak","https://www.youtube.com/watch?v=O1jDbx_Gxmo"
"VINYASA JOGA - MOBILNOŚĆ BARKÓW ★★☆☆","Mobilność, Vinyasa, Bark, Wzmacnianie","63","Yoga Home","Sesja Vinyasa skupiająca się na mobilności barków, obejmująca łagodne rozgrzewanie i rozciąganie górnej części ciała.","2","Brak","https://www.youtube.com/watch?v=zA9eKFlBXto"
"Joga zamiast kawy ★★★☆ Intensywny poranek!","Poranek, Intensywna, Energiczna, Vinyasa","32","Yoga Home","Pobudzająca sesja jogi dedykowana na start dnia, skoncentrowana na energii i rozruszaniu ciała.","3","Brak","https://www.youtube.com/watch?v=5_kc-fkf-AY"
"JOGA DLA POCZĄTKUJĄCYCH - W styczniu pójdę na jogę ★☆☆☆","Biodra, Kręgosłup, Hatha, Początkujący","55","Yoga Home","Sesja jogi dla początkujących, jako pierwszy kontakt z jogą. Ćwiczenia są dostosowane do osób, które dopiero zaczynają swoją przygodę z jogą.","2","Brak","https://www.youtube.com/watch?v=tb3s88xWXj8"
"JOGA dla SENIORA - na krześle ★☆☆☆","Senior, Krzesło, Oddech, Mobilizacja","59","Yoga Home","Sesja jogi dla seniorów, z zastosowaniem krzesła do wygodnego wykonywania pozycji. Skupiamy się na oddechu i mobilizacji ciała.","1","Krzesło","https://www.youtube.com/watch?v=g60wPju_8UE"
"VINYASA JOGA - Mocno rozgrzewająca ★★☆☆","Vinyasa, Rozgrzewka, Energia, Wzmacnianie","61","Yoga Home","Energetyczna praktyka jogi Vinyasa, skoncentrowana na mocnym rozgrzaniu ciała przez asany wzmacniające.","3","Brak","https://www.youtube.com/watch?v=eDtVihoPqYQ"
"Rolowanie mięśni pośladkowych 15 MINUT NA JOGĘ","Rolowanie, Masaż, Mięśnie, Relaks","23","Yoga Home","Sesja rolowania mięśni pośladkowych przy użyciu piłeczki do masażu, skoncentrowana na rozluźnieniu grupy mięśni pośladkowych.","1","Piłeczka","https://www.youtube.com/watch?v=tHFU47uN5bE"
"JOGA DLA POCZĄTKUJĄCYCH - W styczniu pójdę na jogę ★☆☆☆","Biodra, Kręgosłup, Hatha, Początkujący","51","Yoga Home","Sesja jogi dla początkujących, mająca na celu zachęcenie do regularnej praktyki jogi i przystosowana dla nowych joginów.","2","Brak","https://www.youtube.com/watch?v=P5aQ-SG1apc"
"Ekspresowa VINYASA - WZMACNIAJĄCA ★★★☆","Vinyasa, Wzmacnianie, Ekspresowa, Aktywacja","49","Yoga Home","Ekspresowa sesja Vinyasa wzmacniająca, oferująca intensywne ćwiczenia w krótkim czasie.","4","Brak","https://www.youtube.com/watch?v=EBh2YaphkRM"
"Vinyasa Joga - ogólnorozwojowa z długim relaksem ★★☆☆","Vinyasa, Relaks, Rozwój, Równowaga","74","Yoga Home","Ogólnorozwojowa sesja Vinyasa skupiająca się na równowadze siły i rozluźnienia, z długim relaksem na końcu.","2","Koc","https://www.youtube.com/watch?v=tVCaknAY3tM"
"40 minut Vinyasa Joga- POZYCJE TRZECH WOJOWNIKÓW ★★☆☆","Vinyasa, Wojownicy, Flow, Siła","39","Yoga Home","40-minutowa sesja Vinyasa Jogi inspirowana pozycjami Wojowników, nastawiona na dopasowanie praktyki do indywidualnych możliwości.","2","Brak","https://www.youtube.com/watch?v=Rn3QNYFz-4Y"
"Pierwsza VINYASA JOGA w 2022 roku! ★/★★","Vinyasa, Początek, Ruch, Zdrowie","47","Yoga Home","Sesja Vinyasa na nowy rok, zachęcająca do budowania zdrowych nawyków poprzez połączenie ruchu z oddechem.","1","Brak","https://www.youtube.com/watch?v=Wj___HPdShs"
"VINYASA JOGA- Rozruszanie po świętach!","Vinyasa, Rozruszanie, Energia, Zdrowe nawyki","47","Yoga Home","Sesja mająca na celu rozruszanie ciała po świętach, dodająca energii i motywująca do regularnej praktyki jogi.","3","Brak","https://www.youtube.com/watch?v=PkjGNLKILoI"
"Vinyasa warsztatowa - stanie na głowie ★★☆☆/★★★☆","Vinyasa, Stan na głowie, Asany, Mobilność","64","Yoga Home","Płynna sesja jogi przygotowująca ciało do pozycji stania na głowie z elementami warsztatowymi. Skupimy się na mobilności i aktywizacji mięśni niezbędnych do wykonania asany salamba sirsasana.","3","Brak","https://www.youtube.com/watch?v=7Pj-nYPYkJU"
